time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total,enrolled_ct
1696417865946,ANTH 200,A00,209845,Parish; Steven Martin,9,0,10,1
1696417865946,ANTH 200,C00,300383,Staff,0,0,0,0
1696417866374,ANTH 203,A00,209885,Gagneux; Pascal,0,2,15,15
1696417866798,ANTH 230,A00,299665,Goldstein; Paul S,5,0,18,13
1696417867223,ANTH 268,A00,256526,Gere; Catherina M.,2,0,5,3
1696417867645,ANTH 273,A00,256543,Gates; Kelly,0,1,0,3
1696417868075,ANTH 281A,B00,300610,Pedersen; David,9,0,15,6
1696417868499,ANTH 284,A00,210104,Brenner; Suzanne A,7,0,15,8
1696417868927,ANTH 285,B00,300378,Algaze; Guillermo,0,1,10,10
1696417869363,ANTH 295,001,296361,Rivera-Collazo; Isabel C,3,0,3,0
1696417869363,ANTH 295,002,296362,Fox; Patrick Keolu Ozer,3,0,3,0
1696417869363,ANTH 295,003,296363,Marchetto; Maria Carolina,3,0,3,0
1696417869363,ANTH 295,004,296364,Non; Amy L,3,0,3,0
1696417869363,ANTH 295,005,296365,Brenner; Suzanne A,3,0,3,0
1696417869363,ANTH 295,006,296366,Pedersen; David,0,0,3,3
1696417869363,ANTH 295,007,296367,Jassal; Aftab,3,0,3,0
1696417869363,ANTH 295,008,296368,Yeh; Rihan Wen Xin,2,0,3,1
1696417869363,ANTH 295,009,296369,Jenkins; Janis A.,3,0,3,0
1696417869363,ANTH 295,010,296370,Gagneux; Pascal,3,0,3,0
1696417869363,ANTH 295,011,296371,Goldstein; Paul S,1,0,3,2
1696417869363,ANTH 295,012,296372,Csordas; Thomas J.,3,0,3,0
1696417869363,ANTH 295,013,296440,Kang; Byung Chu,3,0,3,0
1696417869363,ANTH 295,014,296530,Hankins; Joseph D.,3,0,3,0
1696417869363,ANTH 295,015,296531,Varma; Saiba,2,0,3,1
1696417869363,ANTH 295,016,299666,D'Alpoim Guedes; Jade A,4,0,5,1
1696417869363,ANTH 295,017,299667,Algaze; Guillermo,5,0,5,0
1696417869799,ANTH 296,001,296532,Brenner; Suzanne A,3,0,3,0
1696417869799,ANTH 296,002,296533,Non; Amy L,2,0,5,3
1696417869799,ANTH 296,003,296534,Semendeferi; Ekaterini,3,0,3,0
1696417869799,ANTH 296,004,296535,Pedersen; David,1,0,3,2
1696417869799,ANTH 296,005,296536,Levy; Thomas E,3,0,3,0
1696417869799,ANTH 296,006,296537,Goldstein; Paul S,3,0,3,0
1696417869799,ANTH 296,007,296538,Hankins; Joseph D.,2,0,3,1
1696417869799,ANTH 296,008,296539,Braswell; Geoffrey E.,3,0,3,0
1696417869799,ANTH 296,009,296540,Postero; Nancy Grey,3,0,3,0
1696417869799,ANTH 296,010,296541,Varma; Saiba,3,0,3,0
1696417869799,ANTH 296,011,296542,Marchetto; Maria Carolina,3,0,3,0
1696417869799,ANTH 296,012,296552,Jenkins; Janis A.,3,0,3,0
1696417869799,ANTH 296,013,296553,Yeh; Rihan Wen Xin,2,0,3,1
1696417869799,ANTH 296,014,296554,Brenner; Suzanne A,3,0,3,0
1696417869799,ANTH 296,015,296560,Csordas; Thomas J.,3,0,3,0
1696417869799,ANTH 296,016,296564,Rivera-Collazo; Isabel C,3,0,3,0
1696417869799,ANTH 296,017,296566,Fox; Patrick Keolu Ozer,3,0,3,0
1696417869799,ANTH 296,018,296570,Gagneux; Pascal,3,0,3,0
1696417869799,ANTH 296,019,296571,Jassal; Aftab,3,0,3,0
1696417869799,ANTH 296,020,296573,Kang; Byung Chu,3,0,3,0
1696417869799,ANTH 296,021,296578,Algaze; Guillermo,2,0,3,1
1696417869799,ANTH 296,022,299668,D'Alpoim Guedes; Jade A,5,0,5,0
1696417870223,ANTH 297,001,300957,Jenkins; Janis A.,3,0,4,1
1696417870646,AUD 236,A00,210108,Harris; Jeffrey Paul,2,0,6,4
1696417871070,AUD 257,A00,210110,Zettner; Erika,0,0,11,11
1696417871495,AUD 271,A00,210111,Spriggs; Meghan K,0,0,11,11
1696417871918,AUD 274,A00,210112,Zettner; Erika,0,0,11,11
1696417872343,AUD 284,A00,210114,Zettner; Erika,1,0,7,6
1696417872343,AUD 284,B00,210116,Spriggs; Meghan K,5,0,10,5
1696417872771,AUD 291,A00,210118,Spriggs; Meghan K,0,0,11,11
1696417873197,AUD 296,A00,210119,Zettner; Erika,0,0,11,11
1696417873655,AWP 3,002,212540,Given; William Allan,2,0,15,13
1696417873655,AWP 3,005,212564,Gilbert; Peter W,0,0,14,14
1696417873655,AWP 3,006,212567,Gilbert; Peter W,1,0,14,13
1696417873655,AWP 3,007,212568,Gilmore; Lauren Monica,1,1,15,14
1696417873655,AWP 3,008,212569,Gilmore; Lauren Monica,0,0,14,14
1696417873655,AWP 3,009,212574,Eastin; Schuyler E.,0,0,14,14
1696417873655,AWP 3,010,212578,Gilmore; Lauren Monica,0,0,14,14
1696417873655,AWP 3,011,212585,Eastin; Schuyler E.,0,0,14,14
1696417873655,AWP 3,012,212586,Eastin; Schuyler E.,0,0,14,14
1696417873655,AWP 3,015,212602,Gilbert; Peter W,0,0,14,14
1696417873655,AWP 3,019,212612,Heiser; Jerrod A,0,0,14,14
1696417873655,AWP 3,020,212616,Staff,0,0,14,14
1696417873655,AWP 3,022,212629,Heiser; Jerrod A,0,0,14,14
1696417873655,AWP 3,023,212632,Heiser; Jerrod A,0,0,14,14
1696417873655,AWP 3,025,212643,Sartor; Alexandra,0,0,14,14
1696417873655,AWP 3,026,212644,Sartor; Alexandra,0,0,15,15
1696417873655,AWP 3,027,212645,Christie; Veronica Ann,0,0,15,15
1696417873655,AWP 3,029,212654,Christie; Veronica Ann,0,0,14,14
1696417873655,AWP 3,030,212661,Christie; Veronica Ann,0,0,14,14
1696417873655,AWP 3,031,212662,Wilson; Natalie Ann,0,0,15,15
1696417873655,AWP 3,032,212667,Wilson; Natalie Ann,0,0,14,14
1696417873655,AWP 3,034,212678,Wilson; Natalie Ann,0,0,14,14
1696417873655,AWP 3,035,212681,Steinberg; Stacy A,0,0,15,15
1696417873655,AWP 3,036,212682,Steinberg; Stacy A,0,0,14,14
1696417873655,AWP 3,037,212683,Falcon; Jennifer A,0,0,15,15
1696417873655,AWP 3,038,212688,Falcon; Jennifer A,1,0,14,13
1696417873655,AWP 3,040,212699,Falcon; Jennifer A,0,0,14,14
1696417873655,AWP 3,043,212773,O'Neil; Courtney L,0,0,15,15
1696417873655,AWP 3,044,212776,O'Neil; Courtney L,0,0,14,14
1696417873655,AWP 3,045,212777,Spicer; Jacqueline,0,0,14,14
1696417873655,AWP 3,046,212778,O'Neil; Courtney L,0,0,14,14
1696417873655,AWP 3,047,212779,Spicer; Jacqueline,0,0,15,15
1696417873655,AWP 3,048,212786,Spicer; Jacqueline,0,0,14,14
1696417873655,AWP 3,049,212787,Tsurska Svetina; Olena,0,0,15,15
1696417873655,AWP 3,050,212790,Tsurska Svetina; Olena,0,0,14,14
1696417873655,AWP 3,051,212791,Chandler; Bailee Daniele,0,0,15,15
1696417873655,AWP 3,052,213010,Tsurska Svetina; Olena,0,0,14,14
1696417873655,AWP 3,053,213011,Chandler; Bailee Daniele,0,0,14,14
1696417873655,AWP 3,054,213014,Chandler; Bailee Daniele,0,0,14,14
1696417873655,AWP 3,055,213021,Ajo; Frances Margaret,0,0,15,15
1696417873655,AWP 3,056,213022,Ajo; Frances Margaret,0,0,14,14
1696417873655,AWP 3,057,213026,Zroka; Amy Liane,0,0,15,15
1696417873655,AWP 3,058,213233,Ajo; Frances Margaret,0,0,14,14
1696417873655,AWP 3,059,213239,Zroka; Amy Liane,0,0,14,14
1696417873655,AWP 3,060,213244,Zroka; Amy Liane,0,0,14,14
1696417873655,AWP 3,061,213247,Grant; Melinda G,0,0,14,14
1696417873655,AWP 3,062,213248,Grant; Melinda G,0,0,14,14
1696417873655,AWP 3,063,213251,Kolodezh; Samuel,0,0,15,15
1696417873655,AWP 3,064,213259,Grant; Melinda G,0,0,14,14
1696417873655,AWP 3,065,213281,Kolodezh; Samuel,0,0,14,14
1696417873655,AWP 3,066,213301,Kolodezh; Samuel,0,0,14,14
1696417873655,AWP 3,067,213323,Setoda; Kayleigh Kumiko,0,0,14,14
1696417873655,AWP 3,068,213330,Setoda; Kayleigh Kumiko,0,0,14,14
1696417873655,AWP 3,069,213352,Vaughn; Kelsey Sara,0,0,14,14
1696417873655,AWP 3,070,213359,Setoda; Kayleigh Kumiko,2,0,15,13
1696417873655,AWP 3,072,213428,Tiernan; Christa Michelle,0,0,14,14
1696417873655,AWP 3,073,213429,Jones; William Jadie,0,0,14,14
1696417873655,AWP 3,074,213440,Jones; William Jadie,0,0,14,14
1696417873655,AWP 3,075,213441,Hall; Graham T,0,0,14,14
1696417873655,AWP 3,076,213442,Jones; William Jadie,0,0,14,14
1696417873655,AWP 3,077,213443,Vaughn; Kelsey Sara,0,0,14,14
1696417873655,AWP 3,078,213444,Vaughn; Kelsey Sara,0,0,14,14
1696417873655,AWP 3,079,213446,West; Geoffrey Scott,0,0,14,14
1696417873655,AWP 3,081,213448,Tiernan; Christa Michelle,0,0,14,14
1696417873655,AWP 3,082,213449,Tiernan; Christa Michelle,0,0,14,14
1696417873655,AWP 3,083,213514,Hall; Graham T,0,0,14,14
1696417873655,AWP 3,084,213515,Hall; Graham T,0,0,14,14
1696417873655,AWP 3,085,362944,Staff,0,0,14,14
1696417874078,AWP 4B,A00,213516,Bauer; Holly Jean,0,1,0,9
1696417874516,BENG 1,A01,216337,Khojah; Reem I,0,1,28,28
1696417874516,BENG 1,A02,216339,Khojah; Reem I,2,0,28,26
1696417874516,BENG 1,A03,279032,Khojah; Reem I,1,0,28,27
1696417874946,BENG 2,A00,216358,Khojah; Reem I,8,0,30,22
1696417875371,BENG 87,A00,353783,Omens; Jeffrey Howard & Mc Culloch; Andrew Douglas,0,0,20,20
1696417875795,BENG 100,A01,216380,Taylor Amos; Alyssa C,20,0,50,30
1696417876227,BENG 110,A01,216397,Mc Culloch; Andrew Douglas,0,0,30,30
1696417876227,BENG 110,A02,216400,Mc Culloch; Andrew Douglas,3,0,32,29
1696417876227,BENG 110,A03,216414,Mc Culloch; Andrew Douglas,17,0,30,13
1696417876654,BENG 119A,A01,216437,Taylor Amos; Alyssa C,17,0,30,13
1696417877077,BENG 122A,A01,216443,Cauwenberghs; Gert,1,0,26,25
1696417877077,BENG 122A,A02,216450,Cauwenberghs; Gert,0,0,25,25
1696417877077,BENG 122A,A03,216451,Cauwenberghs; Gert,1,0,25,24
1696417877500,BENG 126A,A01,216453,Taylor Amos; Alyssa C,1,0,35,34
1696417877924,BENG 127A,A01,216488,Taylor Amos; Alyssa C,24,0,30,6
1696417878348,BENG 128A,A01,216490,Taylor Amos; Alyssa C,21,0,30,9
1696417878774,BENG 129A,A01,285661,Taylor Amos; Alyssa C,19,0,30,11
1696417879205,BENG 134,A01,216498,Smarr; Benjamin,11,0,30,19
1696417879633,BENG 135,A00,216499,Contijoch; Francisco,21,0,40,19
1696417880055,BENG 139A,A01,216528,Taylor Amos; Alyssa C,26,0,30,4
1696417880482,BENG 141,A00,216531,Lal; Ratnesh,12,0,40,28
1696417880904,BENG 147A,A01,216547,Taylor Amos; Alyssa C,23,0,30,7
1696417881327,BENG 148A,A01,216760,Taylor Amos; Alyssa C,20,0,30,10
1696417881750,BENG 149A,A01,216777,Taylor Amos; Alyssa C,27,0,30,3
1696417882210,BENG 161A,A01,216803,Lewis; Nathan E,0,0,35,35
1696417882210,BENG 161A,A02,280191,Lewis; Nathan E,0,0,36,36
1696417882639,BENG 162,A01,216819,Mali; Prashant Gulab Ram,0,0,36,36
1696417882639,BENG 162,A02,216820,Mali; Prashant Gulab Ram,0,0,36,36
1696417896134,BENG 166A,A00,216826,Sah; Robert Lie-Yuan,3,0,75,72
1696417896565,BENG 169A,A01,216899,Taylor Amos; Alyssa C,10,0,30,20
1696417896992,BENG 179A,A01,216914,Taylor Amos; Alyssa C,2,0,30,28
1696417897422,BENG 183,A01,216916,Zhong; Sheng,0,0,33,33
1696417897422,BENG 183,A02,216917,Zhong; Sheng,1,0,35,34
1696417897422,BENG 183,A03,216918,Zhong; Sheng,13,0,56,43
1696417897845,BENG 187B,A00,216928,Taylor Amos; Alyssa C,9,0,170,161
1696417898272,BENG 196,A00,215136,Engler; Adam J.,6,0,10,4
1696417898272,BENG 196,B00,358405,Cabrales; Pedro,9997,0,9999,2
1696417898272,BENG 196,C00,361058,Sah; Robert Lie-Yuan,9998,0,9999,1
1696417898698,BENG 211,A00,216930,Smarr; Benjamin,10,0,56,46
1696417899122,BENG 216,A01,300993,Cauwenberghs; Gert,0,2,60,60
1696417899551,BENG 221,A00,216931,Valdez-Jasso; Daniela,14,0,60,46
1696417900030,BENG 230A,A00,216933,Huang; Xiaohua,13,0,120,107
1696417900460,BENG 241A,A01,216935,Christman; Karen,6,0,80,74
1696417900886,BENG 242,A00,216936,Cai; Shengqiang,6,0,40,34
1696417901307,BENG 247A,A00,216938,Shi; Lingyan,8,0,45,37
1696417901734,BENG 254,A01,216940,Hasty; Jeff M,2,0,45,43
1696417902166,BENG 280A,A00,216941,Liu; Thomas Tao-Ming & McVeigh; Elliot R.,2,0,70,68
1696417902588,BENG 281,A00,216950,Engler; Adam J.,7,0,110,103
1696417903013,BENG 282,A00,216957,Engler; Adam J.,13,0,110,97
1696417903440,BENG 292,A01,216972,Ross; Camille,11,0,20,9
1696417903866,BENG 294A,A00,216975,King; Kevin R,3,0,65,62
1696417904289,BENG 295,001,215208,Watson; John Thomas,9996,0,9999,3
1696417904714,BGGN 202,A00,252246,Kadonaga; James T,3,0,60,57
1696417905137,BGGN 204,A00,252262,Shurin; Jonathan,1,4,20,19
1696417905560,BGGN 206A,A00,252267,Bennett; Eric J,14,0,60,46
1696417905991,BGGN 207,A01,294166,Ross; Camille,0,1,0,2
1696417906424,BGGN 208,A00,252268,Meyer; Justin Raymond & Pillus; Lorraine,17,0,65,48
1696417919228,BGGN 213,A00,252296,Grant; Barry J,0,13,30,30
1696417919657,BGGN 220,A00,252297,Dickinson; Alexandra Jazz & Pruneda-Paz; Jose L.,0,1,35,35
1696417920085,BGGN 231,A00,252298,Traver; David,0,0,30,30
1696417920508,BGGN 245,A00,252300,O'Shea; Clodagh & Shaw; Reuben,5,0,35,30
1696417920934,BGGN 249A,A00,252302,Bloodgood; Brenda Laurie & Lim; Byungkook,0,5,0,5
1696417921361,BGGN 270,A00,252303,Tour; Ella,42,0,75,33
1696417922055,BGGN 271,001,270082,Achim; Cristian L,9998,0,9999,1
1696417922055,BGGN 271,002,270083,Ackerman; Susan,9997,0,9999,2
1696417922055,BGGN 271,003,270084,Akbari; Omar Sultan,9995,0,9999,4
1696417922055,BGGN 271,004,270085,Alperin; Mariann,9999,0,9999,0
1696417922055,BGGN 271,005,270086,Ayyagari; Radha,9998,0,9999,1
1696417922055,BGGN 271,006,270087,Bui; Jack D,9998,0,9999,1
1696417922055,BGGN 271,007,270095,Busch; Wolfgang,9998,0,9999,1
1696417922055,BGGN 271,008,270096,Campana; Wendy M.,9999,0,9999,0
1696417922055,BGGN 271,009,270097,Carter; Hannah Kathryn,9999,0,9999,0
1696417922055,BGGN 271,010,270098,Chang; John Tzu-yu,9999,0,9999,0
1696417922055,BGGN 271,011,270099,Chen; Ju,9998,0,9999,1
1696417922055,BGGN 271,012,270100,Chen; Xu,9996,0,9999,3
1696417922055,BGGN 271,013,270101,Cherqui; Stephanie,9997,0,9999,2
1696417922055,BGGN 271,014,270102,Cho; Yoshitake,9998,0,9999,1
1696417922055,BGGN 271,015,270103,Chu; Hiutung,9999,0,9999,0
1696417922055,BGGN 271,016,270104,Cleland; Elsa Eleanor,9998,0,9999,1
1696417922055,BGGN 271,017,270105,Cook-Andersen; Heidi Leigh,9998,0,9999,1
1696417922055,BGGN 271,018,270106,Cooke; James Edward,9998,0,9999,1
1696417922055,BGGN 271,019,270107,Cooper; Kimberly Lynn,9999,0,9999,0
1696417922055,BGGN 271,020,270108,Crews; Leslie Anne,9999,0,9999,0
1696417922055,BGGN 271,021,270109,Crotty Alexander; Laura E,9997,0,9999,2
1696417922055,BGGN 271,022,270119,Daneman; Richard,9999,0,9999,0
1696417922055,BGGN 271,023,270120,Daugherty; Matthew Dorton,9997,0,9999,2
1696417922055,BGGN 271,024,270130,Dhar; Debanjan,9999,0,9999,0
1696417922055,BGGN 271,025,270131,Dickinson; Alexandra Jazz,9999,0,9999,0
1696417922055,BGGN 271,026,270132,Doherty; Taylor Alan,9998,0,9999,1
1696417922055,BGGN 271,027,270133,Dowdy; Steven F.,9999,0,9999,0
1696417922055,BGGN 271,028,270134,Dulawa; Stephanie Carole,9997,0,9999,2
1696417922055,BGGN 271,029,270135,Eckmann; Lars,9999,0,9999,0
1696417922055,BGGN 271,030,270136,Ernst; Andreas,9999,0,9999,0
1696417922055,BGGN 271,031,270137,Fang; Xi,9999,0,9999,0
1696417922055,BGGN 271,032,270144,Feng; Gen-Sheng,9999,0,9999,0
1696417922055,BGGN 271,033,270146,Fisch; Kathleen Marie,9999,0,9999,0
1696417922055,BGGN 271,034,270147,Friedman; Rick Adam,9998,0,9999,1
1696417922055,BGGN 271,035,270154,Gallo; Richard L.,9999,0,9999,0
1696417922055,BGGN 271,036,270189,Ghosh; Pradipta,9998,0,9999,1
1696417922055,BGGN 271,037,270190,Glasgow; Stacey Marie,9999,0,9999,0
1696417922055,BGGN 271,038,270191,Glass; Christopher,9999,0,9999,0
1696417922055,BGGN 271,039,270193,Goren; Alon M,9996,0,9999,3
1696417922055,BGGN 271,040,270196,Gremel; Christina M,9998,0,9999,1
1696417922055,BGGN 271,041,270197,Halpain; Shelley,9998,0,9999,1
1696417922055,BGGN 271,042,270199,Hao; Nan,9997,0,9999,2
1696417922055,BGGN 271,043,270243,Hiniker; Anne Elizabeth,9998,0,9999,1
1696417922055,BGGN 271,044,270244,Hogan; Michael C.,9998,0,9999,1
1696417922055,BGGN 271,045,270245,Holway; David A.,9994,0,9999,5
1696417922055,BGGN 271,046,270246,Huffaker; Alisa,9997,0,9999,2
1696417922055,BGGN 271,047,270249,Hui; Enfu,9999,0,9999,0
1696417922055,BGGN 271,048,270255,Hwa; Terence T.,9999,0,9999,0
1696417922055,BGGN 271,049,270256,Jamieson; Catriona,9999,0,9999,0
1696417922055,BGGN 271,050,270257,Jin; Yishi,9997,0,9999,2
1696417922055,BGGN 271,051,270258,Joiner; William J.,9998,0,9999,1
1696417922055,BGGN 271,052,270259,Karin; Michael,9998,0,9999,1
1696417922055,BGGN 271,053,270265,Kauffman; Alexander,9998,0,9999,1
1696417922055,BGGN 271,054,270275,Koffler; Yacov,9998,0,9999,1
1696417922055,BGGN 271,055,270279,Komiyama; Takaki,9998,0,9999,1
1696417922055,BGGN 271,056,270280,Kryazhimskiy; Sergey A,9998,0,9999,1
1696417922055,BGGN 271,057,270287,Kurle; Carolyn M.,9998,0,9999,1
1696417922055,BGGN 271,058,270288,Lawson; Mark Andrew,9998,0,9999,1
1696417922055,BGGN 271,059,270289,Lo; Stanley M.,9998,0,9999,1
1696417922055,BGGN 271,060,270290,Looger; Loren Lee,9999,0,9999,0
1696417922055,BGGN 271,061,270315,Lu; Li-Fan,9998,0,9999,1
1696417922055,BGGN 271,062,270316,Majithia; Amit Rajendra,9999,0,9999,0
1696417922055,BGGN 271,063,270317,Mandyam; Chitra,9999,0,9999,0
1696417922055,BGGN 271,064,270318,McDonnell; Lisa Marie,9998,0,9999,1
1696417922055,BGGN 271,065,270319,Meaders; Clara Leigh,9999,0,9999,0
1696417922055,BGGN 271,066,270320,Meharena; Hiruy Sibhatu,9998,0,9999,1
1696417922055,BGGN 271,067,270321,Mellon; Pamela L,9999,0,9999,0
1696417922055,BGGN 271,068,270322,Mesirov; Jill P.,9998,0,9999,1
1696417922055,BGGN 271,069,270368,Meyer; Justin Raymond,9998,0,9999,1
1696417922055,BGGN 271,070,270369,Mishra; Jyoti,9999,0,9999,0
1696417922055,BGGN 271,071,270370,Muotri; Alysson,9995,0,9999,4
1696417922055,BGGN 271,072,270371,Neal; Sonya E,9998,0,9999,1
1696417922055,BGGN 271,073,270372,Panda; Satchidananda,9999,0,9999,0
1696417922055,BGGN 271,074,270373,Pantham; Priyadarshini,9998,0,9999,1
1696417922055,BGGN 271,075,270374,Petrie; Katherine Lynn,9997,0,9999,2
